bldg_id,building_type,energy_code,hvac_category,vintage,weighted.sqft,orientation,building_shape,building_height,perimeter,wall_area,WWR,electricity_bill_mean..usd,natural_gas_bill..usd,propane_bill..usd
94105,Healthcare,ComStock DOE Ref 1980-2004,Small Packaged Unit,1980 to 1989,71543.06474,Unknown,1,3.048,64.34640583,196.127845,0.715258125,34621,1025,
94377,Healthcare,ComStock 90.1-2007,Small Packaged Unit,1946 to 1959,306613.1346,"180, North Axis {deg}",2,3.048,126.6232151,385.9475595,1.261919439,192480,5780,
94443,Healthcare,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,613226.2692,"315, North Axis {deg}",9,3.048,236.5079323,720.8761778,0.465181418,322113,5968,
94611,Healthcare,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,71543.06474,"180, North Axis {deg}",2,3.048,78.45995709,239.1459492,0.622178914,33757,1198,
95271,Healthcare,ComStock DOE Ref 1980-2004,Small Packaged Unit,1980 to 1989,153306.5673,"135, North Axis {deg}",2,3.048,71.50610709,217.9506144,0.44415475,69278,2307,
95582,Healthcare,ComStock 90.1-2007,Small Packaged Unit,1970 to 1979,71543.06474,"45, North Axis {deg}",2,3.048,64.34640583,196.127845,3.496817502,44121,1180,
96025,Healthcare,ComStock DOE Ref 1980-2004,Small Packaged Unit,2000 to 2012,71543.06474,"315, North Axis {deg}",missing,3.048,86.17762557,262.6694027,0.616682946,41941,1390,
96952,Healthcare,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,71543.06474,"315, North Axis {deg}",9,3.048,78.45995709,239.1459492,3.041763581,45606,726,
97129,Healthcare,ComStock 90.1-2007,Small Packaged Unit,2013 to 2018,71543.06474,"45, North Axis {deg}",2,3.048,64.34640583,196.127845,0.238419375,34057,1356,
97139,Healthcare,ComStock DOE Ref 1980-2004,Small Packaged Unit,1970 to 1979,613226.2692,"90, North Axis {deg}",2,3.048,242.0726188,737.8373421,0.185543941,291263,7858,
97172,Healthcare,ComStock 90.1-2004,Small Packaged Unit,2000 to 2012,306613.1346,"180, North Axis {deg}",2,3.048,168.8131925,514.5426106,0.733186077,138812,4961,
98797,Healthcare,ComStock 90.1-2007,Small Packaged Unit,2013 to 2018,71543.06474,"45, North Axis {deg}",2,3.048,64.34640583,196.127845,0.238419375,37787,1423,
99295,Healthcare,ComStock 90.1-2007,Small Packaged Unit,1980 to 1989,306613.1346,"45, North Axis {deg}",2,3.048,168.8131925,514.5426106,0.733186077,138825,3121,
99302,Healthcare,ComStock 90.1-2007,Small Packaged Unit,1946 to 1959,71543.06474,"180, North Axis {deg}",2,3.048,64.34640583,196.127845,0.715258125,50193,843,1178
99585,Healthcare,ComStock DOE Ref Pre-1980,Small Packaged Unit,1970 to 1979,71543.06474,"90, North Axis {deg}",2,3.048,78.45995709,239.1459492,0.207392971,34527,1149,
99599,Healthcare,ComStock DOE Ref 1980-2004,Small Packaged Unit,1946 to 1959,71543.06474,"270, North Axis {deg}",2,3.048,64.34640583,196.127845,1.509989376,46297,1242,
99605,Healthcare,ComStock 90.1-2007,Small Packaged Unit,1970 to 1979,153306.5673,"180, North Axis {deg}",2,3.048,71.50610709,217.9506144,1.332464251,75303,2244,
100643,Healthcare,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,71543.06474,"135, North Axis {deg}",2,3.048,64.34640583,196.127845,0.715258125,39599,811,
101221,Healthcare,ComStock 90.1-2007,Small Packaged Unit,1960 to 1969,613226.2692,"315, North Axis {deg}",11,3.048,295.9827868,902.1555343,0.189686316,326962,8965,
101372,Healthcare,ComStock 90.1-2007,Small Packaged Unit,2013 to 2018,71543.06474,"270, North Axis {deg}",2,3.048,64.34640583,196.127845,0.238419375,30476,1170,
101732,Healthcare,ComStock 90.1-2004,Small Packaged Unit,2000 to 2012,71543.06474,"45, North Axis {deg}",2,3.048,78.45995709,239.1459492,3.041763581,43501,775,
101935,Healthcare,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,306613.1346,"135, North Axis {deg}",2,3.048,126.6232151,385.9475595,1.261919439,98801,3443,
102805,Healthcare,ComStock 90.1-2007,Small Packaged Unit,2013 to 2018,153306.5673,"180, North Axis {deg}",2,3.048,71.50610709,217.9506144,0.44415475,73574,1740,
102867,Healthcare,ComStock DOE Ref 1980-2004,Small Packaged Unit,1960 to 1969,613226.2692,"90, North Axis {deg}",2,3.048,154.9140301,472.1779636,0.095887219,274797,6745,6154
103998,Healthcare,ComStock DOE Ref 1980-2004,Small Packaged Unit,2000 to 2012,71543.06474,Unknown,missing,3.048,78.45995709,239.1459492,0.622178914,40319,785,
104480,Healthcare,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,71543.06474,Unknown,1,3.048,64.34640583,196.127845,0.238419375,35378,1225,
104539,Healthcare,ComStock 90.1-2007,Small Packaged Unit,1970 to 1979,71543.06474,"45, North Axis {deg}",1,3.048,64.34640583,196.127845,1.509989376,33268,648,1479
93597,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,242844.3655,"225, North Axis {deg}",1,8.5344,258.860802,2209.221628,0.014006123,55606,,
93600,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1970 to 1979,120171.9144,"90, North Axis {deg}",2,6.096,180.7465869,1101.831194,0.235121849,52745,44,
93603,Warehouse and Storage,ComStock 90.1-2004,Small Packaged Unit,1990 to 1999,242844.3655,"90, North Axis {deg}",2,8.5344,258.860802,2209.221628,0.252110211,60393,1227,
93605,Office,ComStock 90.1-2007,Small Packaged Unit,1980 to 1989,26178.17466,"225, North Axis {deg}",2,3.048,30.20233421,92.05671468,0.022110322,4366,,
93607,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,Before 1946,152706.0189,"225, North Axis {deg}",2,3.048,134.4925757,409.9333708,0.228951996,25991,364,
93608,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1970 to 1979,65445.43665,Unknown,missing,3.048,96.44181723,293.9546589,0.082111023,10622,,
93609,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1960 to 1969,1870.652159,"90, North Axis {deg}",2,5.1816,23.60970648,122.3360551,0.18,4861,29,
93611,Food Service,ComStock 90.1-2007,Small Packaged Unit,2000 to 2012,56751.43138,Unknown,1,3.048,63.75191176,194.315827,0.099371907,43566,15098,
93612,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,32736.41277,"180, North Axis {deg}",2,5.1816,69.50685958,360.1567436,0.024611754,60072,1341,
93614,Warehouse and Storage,ComStock DOE Ref 1980-2004,Small Packaged Unit,1946 to 1959,242844.3655,"90, North Axis {deg}",2,8.5344,258.860802,2209.221628,0.084036737,57259,2028,
93615,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,1946 to 1959,280597.8238,"90, North Axis {deg}",2,5.1816,232.2747713,1203.554955,0.548886193,637165,7237,
93616,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1970 to 1979,24284.43655,"270, North Axis {deg}",4,8.5344,64.44004722,549.957139,0.020544602,4856,583,
93618,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1980 to 1989,56080.22674,"225, North Axis {deg}",5,6.096,156.3065903,952.8449744,0.265388203,21851,11,
93619,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1946 to 1959,242844.3655,"45, North Axis {deg}",2,8.5344,207.6304372,1772.001203,0.457397918,51457,6484,
93620,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1946 to 1959,242844.3655,"45, North Axis {deg}",2,8.5344,258.860802,2209.221628,0.084036737,53254,1513,
93622,Office,ComStock 90.1-2004,Small Packaged Unit,1990 to 1999,65445.43665,Unknown,2,3.048,69.00981723,210.3419229,0.091800693,10177,,
93623,Office,ComStock 90.1-2004,Small Packaged Unit,Before 1946,26178.17466,Unknown,2,3.048,38.07541296,116.0538587,0.111613948,6396,,
93624,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,1980 to 1989,70149.45594,"225, North Axis {deg}",3,5.1816,136.4245792,706.8975998,0.148368476,62883,10678,
93628,Warehouse and Storage,ComStock DOE Ref 1980-2004,Small Packaged Unit,1990 to 1999,485688.7311,"45, North Axis {deg}",2,8.5344,363.2739639,3100.325317,0.889212374,114722,10088,
93629,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1980 to 1989,9713.774622,"45, North Axis {deg}",2,8.5344,33.12617261,282.7120075,0.131339152,3649,206,
93634,Office,ComStock 90.1-2007,Small Packaged Unit,1980 to 1989,8726.05822,"90, North Axis {deg}",2,3.048,40.89321117,124.6425077,0.06,1715,13,
93635,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1946 to 1959,8726.05822,"225, North Axis {deg}",2,3.048,28.91586692,88.13556239,0.12,2943,71,
93637,Food Service,ComStock DOE Ref 1980-2004,Small Packaged Unit,1960 to 1969,22700.57255,"180, North Axis {deg}",2,3.048,30.23776942,92.16472121,0.022084411,18600,6521,
93638,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,2000 to 2012,56080.22674,"135, North Axis {deg}",2,6.096,116.6647636,711.188399,0.08797956,27169,,
93639,Mercantile,ComStock 90.1-2007,Small Packaged Unit,2000 to 2012,140298.9119,"225, North Axis {deg}",2,5.1816,206.2921697,1068.923507,0.615044358,175460,13108,
93640,Office,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,65445.43665,"90, North Axis {deg}",2,3.048,75.41467104,229.8639173,0.267299724,11020,,
93643,Healthcare,ComStock 90.1-2007,Small Packaged Unit,Before 1946,12264.52538,"315, North Axis {deg}",1,3.048,36.00343603,109.738473,0.124752281,8098,126,
93645,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,Before 1946,70149.45594,"45, North Axis {deg}",2,5.1816,137.8359453,714.2107344,0.017128846,100152,4083,
93647,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,1946 to 1959,14029.89119,"225, North Axis {deg}",2,5.1816,42.23432689,218.8413882,0.0375,19837,3390,
93648,Office,ComStock 90.1-2004,Small Packaged Unit,1960 to 1969,26178.17466,"225, North Axis {deg}",2,3.048,18.288,55.741824,0.309838668,5196,39,
93649,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1980 to 1989,240343.8289,"315, North Axis {deg}",missing,6.096,310.9672086,1895.656104,0.013421498,87294,20,
93652,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,56080.22674,"225, North Axis {deg}",7,6.096,125.7702877,766.6956738,0.088845726,28771,9,
93653,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1946 to 1959,8726.05822,"225, North Axis {deg}",2,3.048,28.91586692,88.13556239,0.12,2465,,
93654,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,1946 to 1959,24034.38289,"45, North Axis {deg}",2,6.096,65.66829434,400.3139223,0.610989077,15530,,
93656,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1946 to 1959,242844.3655,"225, North Axis {deg}",2,8.5344,258.860802,2209.221628,0.252110211,42901,,
93658,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1960 to 1969,240343.8289,"225, North Axis {deg}",2,6.096,270.8766414,1651.264006,0.078444327,93620,56,
93661,Office,ComStock 90.1-2007,Small Packaged Unit,1946 to 1959,65445.43665,"45, North Axis {deg}",2,3.048,75.41467104,229.8639173,0.089099908,12694,,
93663,Food Service,ComStock 90.1-2007,Small Packaged Unit,1960 to 1969,56751.43138,"45, North Axis {deg}",1,3.048,63.75191176,194.315827,0.016561984,64100,2985,
93666,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,2000 to 2012,26178.17466,"90, North Axis {deg}",2,3.048,18.288,55.741824,0.929516003,4759,,
93668,Warehouse and Storage,ComStock 90.1-2004,Small Packaged Unit,2000 to 2012,1133273.706,"315, North Axis {deg}",1,8.5344,569.381218,4859.327067,0.013755756,193404,5403,
93671,Office,ComStock 90.1-2004,Small Packaged Unit,1980 to 1989,65445.43665,"45, North Axis {deg}",1,3.048,38.08444736,116.0813956,0.235247045,7404,88,
93672,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1960 to 1969,1133273.706,"180, North Axis {deg}",2,8.5344,569.381218,4859.327067,0.013755756,228211,,
93675,Warehouse and Storage,ComStock DOE Ref 1980-2004,Small Packaged Unit,1980 to 1989,242844.3655,"90, North Axis {deg}",2,8.5344,248.1539454,2117.845032,0.588874701,56424,1847,
93678,Mercantile,ComStock 90.1-2004,Small Packaged Unit,1980 to 1989,120171.9144,"45, North Axis {deg}",1,6.096,180.7465869,1101.831194,0.013062325,43946,39,
93679,Office,ComStock 90.1-2007,Small Packaged Unit,Before 1946,26178.17466,"135, North Axis {deg}",2,3.048,30.20233421,92.05671468,0.397985801,4281,136,
93682,Warehouse and Storage,ComStock 90.1-2004,Small Packaged Unit,1980 to 1989,9713.774622,"315, North Axis {deg}",1,8.5344,33.12617261,282.7120075,0.131339152,4396,282,
93683,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1970 to 1979,654728.2555,"180, North Axis {deg}",3,5.1816,406.0917593,2104.20506,0.33910451,468822,80035,
93684,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1946 to 1959,26178.17466,"180, North Axis {deg}",1,3.048,30.20233421,92.05671468,0.840192246,5499,39,
93685,Warehouse and Storage,ComStock DOE Ref 1980-2004,Small Packaged Unit,1990 to 1999,121422.1828,"45, North Axis {deg}",2,8.5344,167.9209819,1433.104828,0.091604226,24554,1661,
93688,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,1970 to 1979,24034.38289,"225, North Axis {deg}",2,6.096,66.90147524,407.8313931,0.016739641,10991,19,
93691,Mercantile,ComStock 90.1-2007,Small Packaged Unit,Before 1946,140298.9119,"135, North Axis {deg}",2,5.1816,189.5975862,982.4188526,1.003801031,232568,7127,
93693,Mercantile,ComStock 90.1-2004,Small Packaged Unit,1990 to 1999,14029.89119,"180, North Axis {deg}",2,5.1816,46.47807206,240.8307782,0.863258926,22490,1783,
93694,Healthcare,ComStock 90.1-2007,Small Packaged Unit,1960 to 1969,12264.52538,"90, North Axis {deg}",3,3.048,40.70256425,124.0614158,0.157675092,9079,217,
93695,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,1946 to 1959,32736.41277,"315, North Axis {deg}",2,5.1816,77.40324995,401.0726799,0.031255471,52283,14995,
93696,Mercantile,ComStock 90.1-2007,Small Packaged Unit,Before 1946,9613.753156,"135, North Axis {deg}",2,6.096,36.05202179,219.7731248,0.019646365,4497,,26
93697,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,2000 to 2012,65445.43665,"180, North Axis {deg}",2,3.048,38.08444736,116.0813956,0.235247045,9149,,
93699,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1990 to 1999,65445.43665,"315, North Axis {deg}",2,3.048,75.41467104,229.8639173,0.089099908,10617,,
93701,Office,ComStock 90.1-2007,Small Packaged Unit,1960 to 1969,26178.17466,"315, North Axis {deg}",2,3.048,18.288,55.741824,0.309838668,3724,,
93702,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1946 to 1959,5611.956476,"90, North Axis {deg}",11,5.1816,19.44538713,100.758218,0.21854783,9744,1139,
93703,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1970 to 1979,26178.17466,"45, North Axis {deg}",2,3.048,40.89321117,124.6425077,0.18,4686,,
93707,Food Service,ComStock 90.1-2007,Small Packaged Unit,1960 to 1969,8531.264242,"270, North Axis {deg}",2,3.048,28.91586692,88.13556239,0.24,12692,3263,
93708,Food Service,ComStock 90.1-2007,Small Packaged Unit,2013 to 2018,25593.79273,"180, North Axis {deg}",2,3.048,23.60970648,71.96238535,0.03,25491,69,
93709,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,Before 1946,65445.43665,"135, North Axis {deg}",2,3.048,75.41467104,229.8639173,0.267299724,8786,121,
93710,Mercantile,ComStock 90.1-2007,Small Packaged Unit,Before 1946,70149.45594,"45, North Axis {deg}",2,5.1816,131.9335187,683.6267207,0.017895154,54485,11058,
93711,Warehouse and Storage,ComStock DOE Ref 1980-2004,Small Packaged Unit,Before 1946,242844.3655,"225, North Axis {deg}",2,8.5344,248.1539454,2117.845032,0.092980216,52342,3529,
93712,Warehouse and Storage,ComStock DOE Ref 1980-2004,Small Packaged Unit,2000 to 2012,242844.3655,Unknown,1,8.5344,258.860802,2209.221628,0.084036737,50176,2097,
93720,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1970 to 1979,26178.17466,"225, North Axis {deg}",9,3.048,38.07541296,116.0538587,0.706888338,4305,,418
93721,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,Before 1946,121422.1828,"45, North Axis {deg}",2,8.5344,167.9209819,1433.104828,0.580160099,28046,1242,
93722,Mercantile,ComStock 90.1-2004,Small Packaged Unit,1960 to 1969,56080.22674,"270, North Axis {deg}",3,6.096,116.6647636,711.188399,0.263938679,25247,7,
93724,Food Service,ComStock 90.1-2007,Small Packaged Unit,Before 1946,56751.43138,"225, North Axis {deg}",2,3.048,64.191301,195.6550854,0.017446394,30924,13224,
93726,Food Service,ComStock DOE Ref 1980-2004,Small Packaged Unit,1970 to 1979,22700.57255,"315, North Axis {deg}",missing,3.048,54.52428156,166.1900102,0.12,24981,13009,
93727,Food Service,ComStock DOE Ref 1980-2004,Small Packaged Unit,1970 to 1979,25593.79273,"45, North Axis {deg}",2,3.048,23.60970648,71.96238535,0.18,34202,3629,
93728,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,Before 1946,120171.9144,"225, North Axis {deg}",2,6.096,180.7465869,1101.831194,0.07837395,32988,33,
93729,Mercantile,ComStock 90.1-2004,Small Packaged Unit,2000 to 2012,240343.8289,"135, North Axis {deg}",2,6.096,266.976981,1627.491676,0.475242602,133153,,16
93730,Food Service,ComStock 90.1-2007,Small Packaged Unit,2013 to 2018,56751.43138,Unknown,1,3.048,63.75191176,194.315827,0.29811572,62689,7187,
93731,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1960 to 1969,32736.41277,"270, North Axis {deg}",9,5.1816,75.20914543,389.703708,0.022745715,38984,5731,
93732,Office,ComStock 90.1-2004,Small Packaged Unit,Before 1946,26178.17466,"180, North Axis {deg}",3,3.048,54.52428156,166.1900102,0.12,5392,,
93733,Food Service,ComStock DOE Ref 1980-2004,Small Packaged Unit,1980 to 1989,56751.43138,"45, North Axis {deg}",2,3.048,64.191301,195.6550854,0.017446394,33072,9130,
93734,Mercantile,ComStock 90.1-2004,Small Packaged Unit,1946 to 1959,120171.9144,Unknown,1,6.096,180.7465869,1101.831194,0.07837395,66241,33,
93735,Food Service,ComStock DOE Ref 1980-2004,Small Packaged Unit,2000 to 2012,25593.79273,"225, North Axis {deg}",2,3.048,23.60970648,71.96238535,0.18,31728,1606,
93739,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1980 to 1989,8726.05822,Unknown,missing,3.048,38.55448923,117.5140832,0.18,3044,,53
93742,Office,ComStock 90.1-2007,Small Packaged Unit,Before 1946,8726.05822,"45, North Axis {deg}",2,3.048,28.91586692,88.13556239,0.12,3373,,
93743,Food Service,ComStock DOE Ref 1980-2004,Small Packaged Unit,1946 to 1959,56751.43138,"135, North Axis {deg}",8,3.048,76.78200629,234.0315552,0.309405941,42984,2615,18561
93751,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,2000 to 2012,121422.1828,"90, North Axis {deg}",2,8.5344,167.9209819,1433.104828,0.580160099,36548,768,
93752,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,2000 to 2012,121422.1828,"45, North Axis {deg}",2,8.5344,126.2282914,1077.28273,0.501576567,27354,2481,
93754,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1980 to 1989,240343.8289,"45, North Axis {deg}",2,6.096,266.976981,1627.491676,0.225114917,86082,,56
93755,Mercantile,ComStock 90.1-2007,Small Packaged Unit,2000 to 2012,140298.9119,"135, North Axis {deg}",2,5.1816,206.2921697,1068.923507,0.615044358,134792,15047,
93757,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1960 to 1969,242844.3655,"135, North Axis {deg}",2,8.5344,207.6304372,1772.001203,0.152465973,54086,2136,
93759,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,56663.68529,"135, North Axis {deg}",2,8.5344,105.6886587,901.9892888,0.017576018,16811,921,
93760,Warehouse and Storage,ComStock 90.1-2004,Small Packaged Unit,1970 to 1979,121422.1828,"90, North Axis {deg}",2,8.5344,167.4366908,1428.971694,0.617132547,27999,1651,
93763,Mercantile,ComStock 90.1-2007,Small Packaged Unit,2013 to 2018,140298.9119,"135, North Axis {deg}",2,5.1816,208.6650648,1081.2189,0.016971964,112194,912,
93764,Mercantile,ComStock 90.1-2004,Small Packaged Unit,2000 to 2012,280597.8238,Unknown,1,5.1816,279.4941842,1448.227065,0.016894596,248252,48432,
93769,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,140298.9119,"45, North Axis {deg}",2,5.1816,185.0553583,958.8828446,0.969622122,154136,26206,
93771,Warehouse and Storage,ComStock DOE Ref 1980-2004,Small Packaged Unit,1946 to 1959,1133273.706,Unknown,2,8.5344,569.381218,4859.327067,0.522718743,264193,6900,
93773,Mercantile,ComStock 90.1-2007,Small Packaged Unit,Before 1946,32736.41277,"225, North Axis {deg}",2,5.1816,75.20914543,389.703708,0.54589715,47656,4898,
93774,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,242844.3655,"225, North Axis {deg}",2,8.5344,248.1539454,2117.845032,0.278940648,47010,1397,
93779,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,485688.7311,"135, North Axis {deg}",2,8.5344,362.3053816,3092.059049,0.570406274,77714,5488,
93780,Office,ComStock 90.1-2007,Small Packaged Unit,1946 to 1959,65445.43665,"135, North Axis {deg}",2,3.048,43.64890861,133.0418735,0.653124478,13145,,
93781,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,242844.3655,"135, North Axis {deg}",2,8.5344,248.1539454,2117.845032,0.278940648,57134,,
93782,Office,ComStock 90.1-2007,Small Packaged Unit,1960 to 1969,26178.17466,"45, North Axis {deg}",2,3.048,18.288,55.741824,0.309838668,6634,40,
93788,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,2000 to 2012,120171.9144,"135, North Axis {deg}",2,6.096,180.7465869,1101.831194,0.07837395,54763,23,
93789,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1960 to 1969,32736.41277,"180, North Axis {deg}",2,5.1816,75.20914543,389.703708,0.136474288,40865,6137,
93791,Office,ComStock 90.1-2004,Small Packaged Unit,1970 to 1979,26178.17466,Unknown,1,3.048,30.20233421,92.05671468,0.132661934,4307,,
93792,Mercantile,ComStock 90.1-2007,Small Packaged Unit,Before 1946,5611.956476,"315, North Axis {deg}",2,5.1816,24.24516711,125.6287579,0.165257679,9771,,
93793,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,121422.1828,"270, North Axis {deg}",2,8.5344,167.4366908,1428.971694,0.292325943,30721,,
93794,Warehouse and Storage,ComStock DOE Ref 1980-2004,Small Packaged Unit,1970 to 1979,1133273.706,"135, North Axis {deg}",3,8.5344,638.6482373,5450.479516,0.01532978,239955,2754,
93796,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,1970 to 1979,140298.9119,"45, North Axis {deg}",2,5.1816,185.0553583,958.8828446,0.727216592,215565,1350,
93798,Food Service,ComStock DOE Ref 1980-2004,Small Packaged Unit,2000 to 2012,25593.79273,"90, North Axis {deg}",2,3.048,23.60970648,71.96238535,0.03,17546,,
93799,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,70149.45594,"315, North Axis {deg}",11,5.1816,107.5087123,557.0671437,0.645511225,149936,22801,
93803,Food Service,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,22700.57255,"270, North Axis {deg}",3,3.048,61.33248147,186.9414035,0.012572291,23059,3221,
93805,Mercantile,ComStock 90.1-2007,Small Packaged Unit,Before 1946,280597.8238,"225, North Axis {deg}",2,5.1816,256.3759204,1328.437469,0.351635017,268709,3184,
93810,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,2000 to 2012,152706.0189,"180, North Axis {deg}",2,3.048,124.7089999,380.1130318,0.491450497,27309,,
93813,Warehouse and Storage,ComStock DOE Ref 1980-2004,Small Packaged Unit,1980 to 1989,485688.7311,Unknown,2,8.5344,363.2739639,3100.325317,0.536350321,119355,,
93814,Warehouse and Storage,ComStock DOE Ref 1980-2004,Small Packaged Unit,1960 to 1969,242844.3655,"225, North Axis {deg}",2,8.5344,248.1539454,2117.845032,0.015496703,58638,1441,
93816,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,1990 to 1999,5611.956476,"270, North Axis {deg}",3,5.1816,19.44538713,100.758218,0.21854783,12811,1896,
93820,Warehouse and Storage,ComStock DOE Ref 1980-2004,Small Packaged Unit,1980 to 1989,242844.3655,"225, North Axis {deg}",2,8.5344,258.860802,2209.221628,0.252110211,53472,4357,
93821,Warehouse and Storage,ComStock DOE Ref 1980-2004,Small Packaged Unit,1990 to 1999,56663.68529,Unknown,missing,8.5344,105.6886587,901.9892888,0.105456108,14914,711,
93822,Office,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,8726.05822,"270, North Axis {deg}",2,3.048,27.26214078,83.0950051,0.12,2268,,
93823,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1960 to 1969,121422.1828,Unknown,1,8.5344,167.9209819,1433.104828,0.091604226,23935,2236,
93825,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,Before 1946,485688.7311,"180, North Axis {deg}",2,8.5344,362.3053816,3092.059049,0.94567356,119178,4024,
93826,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,24284.43655,"45, North Axis {deg}",2,8.5344,59.93250945,511.4880086,0.019130299,8387,361,
93827,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1980 to 1989,8726.05822,"225, North Axis {deg}",2,3.048,40.89321117,124.6425077,0.18,2788,,
93828,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1980 to 1989,8726.05822,"225, North Axis {deg}",5,3.048,36.576,111.483648,0.12,2146,,
93829,Food Service,ComStock 90.1-2004,Small Packaged Unit,Before 1946,22700.57255,"45, North Axis {deg}",2,3.048,22.02545585,67.13358945,0.25726276,34795,7403,
93833,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,242844.3655,"45, North Axis {deg}",2,8.5344,248.1539454,2117.845032,0.092980216,68068,828,
93835,Warehouse and Storage,ComStock 90.1-2004,Small Packaged Unit,1990 to 1999,56663.68529,"180, North Axis {deg}",missing,8.5344,105.6886587,901.9892888,0.017576018,13276,151,
93837,Warehouse and Storage,ComStock DOE Ref 1980-2004,Small Packaged Unit,1990 to 1999,56663.68529,"90, North Axis {deg}",2,8.5344,116.7432251,996.3333802,0.090010294,14733,1030,
93839,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1980 to 1989,240343.8289,"225, North Axis {deg}",2,6.096,266.976981,1627.491676,0.012506384,105982,,
93841,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,1960 to 1969,56080.22674,"45, North Axis {deg}",2,6.096,116.6647636,711.188399,0.01466326,25904,11,
93842,Mercantile,ComStock 90.1-2004,Small Packaged Unit,1980 to 1989,120171.9144,Unknown,2,6.096,180.7465869,1101.831194,0.496368347,64303,,
