bldg_id,building_type,energy_code,hvac_category,vintage,weighted.sqft,orientation,building_shape,building_height,perimeter,wall_area,WWR,electricity_bill_mean..usd,natural_gas_bill..usd,propane_bill..usd
94966,Food Service,ComStock 90.1-2007,Small Packaged Unit,Before 1946,56751.43138,"225, North Axis {deg}",2,3.048,43.64890861,133.0418735,0.036284693,56406,3854,
94967,Mercantile,ComStock 90.1-2004,Multizone CAV/VAV,1980 to 1989,240343.8289,"315, North Axis {deg}",missing,6.096,270.8766414,1651.264006,0.013074054,135372,10842,
94968,Mercantile,ComStock 90.1-2004,Multizone CAV/VAV,1980 to 1989,654728.2555,"225, North Axis {deg}",3,5.1816,517.3278346,2680.585908,0.119532719,1172297,,
94974,Healthcare,ComStock 90.1-2007,Zone-by-Zone,1946 to 1959,71543.06474,"180, North Axis {deg}",missing,3.048,65.42828046,199.4253988,0.497400926,51654,769,
94978,Healthcare,ComStock 90.1-2007,Multizone CAV/VAV,1946 to 1959,12264.52538,"90, North Axis {deg}",2,3.048,38.90778788,118.5909375,0.028859973,11207,145,
94979,Office,ComStock 90.1-2004,Zone-by-Zone,1960 to 1969,26178.17466,"135, North Axis {deg}",2,3.048,30.20233421,92.05671468,0.132661934,5800,,
94982,Office,ComStock 90.1-2007,Zone-by-Zone,1990 to 1999,152706.0189,"180, North Axis {deg}",1,3.048,124.7089999,380.1130318,0.232792341,21069,,
94983,Warehouse and Storage,ComStock 90.1-2007,Multizone CAV/VAV,1990 to 1999,485688.7311,"45, North Axis {deg}",2,8.5344,362.3053816,3092.059049,0.015010691,128669,,
94990,Mercantile,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,Before 1946,24034.38289,"315, North Axis {deg}",2,6.096,66.90147524,407.8313931,0.100437849,21431,,
94991,Office,ComStock 90.1-2007,Residential Style Central Systems,1960 to 1969,65445.43665,Unknown,1,3.048,69.00981723,210.3419229,0.015300115,8358,793,
95000,Office,ComStock 90.1-2004,Multizone CAV/VAV,2000 to 2012,26178.17466,"180, North Axis {deg}",2,3.048,38.07541296,116.0538587,0.111613948,4752,778,
95001,Office,ComStock DOE Ref 1980-2004,Zone-by-Zone,1970 to 1979,8726.05822,"45, North Axis {deg}",2,3.048,38.55448923,117.5140832,0.06,1888,,
95002,Mercantile,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1980 to 1989,56080.22674,"270, North Axis {deg}",7,6.096,136.0303474,829.2409979,0.266772273,39843,,
95004,Office,ComStock 90.1-2004,Zone-by-Zone,1970 to 1979,65445.43665,"90, North Axis {deg}",3,3.048,106.68,325.16064,0.02,8763,,
95010,Education,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1970 to 1979,285525.8989,"270, North Axis {deg}",9,7.9248,209.8660122,1663.146173,0.082927688,91588,15096,
95012,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1946 to 1959,9713.774622,"270, North Axis {deg}",2,8.5344,33.12617261,282.7120075,0.131339152,5051,,
95013,Food Service,ComStock 90.1-2007,Multizone CAV/VAV,1980 to 1989,7566.857517,"180, North Axis {deg}",1,3.048,33.2956569,101.4851622,0.208429829,19587,2625,
95018,Mercantile,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1946 to 1959,56080.22674,"315, North Axis {deg}",2,6.096,116.6647636,711.188399,0.01466326,44011,,
95020,Office,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,Before 1946,431997.0346,Unknown,1,3.9624,292.9249956,1160.686002,0.011398538,255341,1700,
95026,Lodging,ComStock DOE Ref 1980-2004,Zone-by-Zone,1990 to 1999,57860.88654,"270, North Axis {deg}",6,2.7432,94.04871072,257.9944232,0.1680261,42170,1502,
95027,Warehouse and Storage,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1960 to 1969,56663.68529,"135, North Axis {deg}",2,8.5344,116.7432251,996.3333802,0.270030881,18135,2263,
95028,Warehouse and Storage,ComStock 90.1-2007,Multizone CAV/VAV,1990 to 1999,56663.68529,"315, North Axis {deg}",9,8.5344,112.9048702,963.5753244,0.107468344,12848,2703,
95031,Mercantile,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,2000 to 2012,5611.956476,Unknown,2,5.1816,24.24516711,125.6287579,0.027542947,10475,894,
95032,Office,ComStock 90.1-2007,Zone-by-Zone,2013 to 2018,26178.17466,"315, North Axis {deg}",1,3.048,18.288,55.741824,0.309838668,5571,,
95037,Warehouse and Storage,ComStock 90.1-2007,Multizone CAV/VAV,1990 to 1999,9713.774622,"270, North Axis {deg}",2,8.5344,32.09318538,273.8960813,0.143790073,5421,,
95038,Education,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1970 to 1979,2664908.39,"45, North Axis {deg}",2,7.9248,549.8547232,4357.48871,0.091166616,509110,98375,
95040,Warehouse and Storage,ComStock 90.1-2007,Zone-by-Zone,1990 to 1999,1133273.706,"225, North Axis {deg}",3,8.5344,600.1735631,5122.121257,0.01506885,252149,9836,
95041,Mercantile,ComStock 90.1-2007,Multizone CAV/VAV,Before 1946,32736.41277,Unknown,2,5.1816,89.49962494,463.7512566,1.135306992,25032,9322,
95042,Education,ComStock 90.1-2004,Multizone CAV/VAV,1990 to 1999,1459415.284,"270, North Axis {deg}",7,3.9624,732.6688346,2903.12699,0.541262281,194704,,
95045,Office,ComStock 90.1-2007,Small Packaged Unit,1970 to 1979,65445.43665,"225, North Axis {deg}",1,3.048,69.00981723,210.3419229,0.275402078,11494,,927
95046,Warehouse and Storage,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,Before 1946,242844.3655,"180, North Axis {deg}",2,8.5344,248.1539454,2117.845032,0.278940648,68719,,
95047,Mercantile,ComStock 90.1-2007,Multizone CAV/VAV,1960 to 1969,24034.38289,"270, North Axis {deg}",11,6.096,65.66829434,400.3139223,0.09647196,19873,,
95052,Office,ComStock 90.1-2007,Zone-by-Zone,1990 to 1999,65445.43665,"270, North Axis {deg}",3,3.048,96.44181723,293.9546589,0.013685171,11154,114,
95053,Mercantile,ComStock 90.1-2007,Multizone CAV/VAV,1960 to 1969,32736.41277,Unknown,1,5.1816,85.46749995,442.8583977,0.018870916,62629,4041,
95054,Office,ComStock 90.1-2007,Multizone CAV/VAV,1960 to 1969,699376.6743,"135, North Axis {deg}",2,3.9624,213.8427533,847.3305256,0.421574965,152913,67,
95056,Office,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1946 to 1959,349688.3371,"225, North Axis {deg}",2,3.9624,130.3698355,516.5774363,0.973222329,88451,0,
95059,Office,ComStock DOE Ref 1980-2004,Zone-by-Zone,1946 to 1959,65445.43665,"180, North Axis {deg}",2,3.048,43.64890861,133.0418735,0.036284693,14444,,
95060,Office,ComStock DOE Ref 1980-2004,Zone-by-Zone,1980 to 1989,699376.6743,"135, North Axis {deg}",2,3.9624,167.8900559,665.2475573,1.388356818,74856,,
95061,Mercantile,ComStock 90.1-2007,Multizone CAV/VAV,Before 1946,32736.41277,"90, North Axis {deg}",2,5.1816,89.49962494,463.7512566,0.108124475,57038,3920,
95062,Mercantile,ComStock 90.1-2004,Zone-by-Zone,2000 to 2012,120171.9144,"270, North Axis {deg}",missing,6.096,180.7465869,1101.831194,0.013062325,88339,,
95065,Office,ComStock 90.1-2007,Residential Style Central Systems,1970 to 1979,26178.17466,"180, North Axis {deg}",2,3.048,18.288,55.741824,0.929516003,6399,532,
95068,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,2000 to 2012,65445.43665,"45, North Axis {deg}",1,3.048,38.08444736,116.0813956,0.039207841,15025,109,
95071,Warehouse and Storage,ComStock 90.1-2007,Multizone CAV/VAV,2013 to 2018,485688.7311,"180, North Axis {deg}",2,8.5344,362.3053816,3092.059049,0.94567356,124823,,
95073,Mercantile,ComStock 90.1-2007,Small Packaged Unit,2000 to 2012,140298.9119,"180, North Axis {deg}",2,5.1816,206.2921697,1068.923507,0.615044358,237990,2449,
95075,Food Service,ComStock DOE Ref 1980-2004,Small Packaged Unit,1980 to 1989,56751.43138,"270, North Axis {deg}",missing,3.048,64.191301,195.6550854,0.314035087,57479,10483,
95076,Office,ComStock 90.1-2007,Multizone CAV/VAV,1980 to 1989,100799.3081,"270, North Axis {deg}",missing,3.9624,58.19871133,230.6065738,4.56,47964,,
95077,Office,ComStock 90.1-2007,Zone-by-Zone,Before 1946,65445.43665,Unknown,2,3.048,43.64890861,133.0418735,0.217708159,18612,,
95079,Office,ComStock 90.1-2007,Small Packaged Unit,Before 1946,65445.43665,"225, North Axis {deg}",2,3.048,38.08444736,116.0813956,0.039207841,11375,,
95081,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1970 to 1979,8726.05822,"225, North Axis {deg}",2,3.048,38.55448923,117.5140832,0.06,2807,,
95085,Warehouse and Storage,ComStock DOE Ref 1980-2004,Residential Style Central Systems,1990 to 1999,242844.3655,"45, North Axis {deg}",2,8.5344,248.1539454,2117.845032,0.092980216,51644,5369,
95086,Warehouse and Storage,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1960 to 1969,242844.3655,"45, North Axis {deg}",2,8.5344,248.1539454,2117.845032,0.092980216,93741,6995,
95092,Warehouse and Storage,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1980 to 1989,242844.3655,"315, North Axis {deg}",2,8.5344,248.1539454,2117.845032,0.092980216,63984,4371,
95093,Healthcare,ComStock 90.1-2004,Multizone CAV/VAV,1946 to 1959,12264.52538,"90, North Axis {deg}",2,3.048,36.00343603,109.738473,0.374256842,9484,133,
95097,Office,ComStock 90.1-2007,Small Packaged Unit,1970 to 1979,26178.17466,"90, North Axis {deg}",2,3.048,30.20233421,92.05671468,0.132661934,6360,,
95098,Office,ComStock 90.1-2007,Zone-by-Zone,1960 to 1969,65445.43665,"225, North Axis {deg}",2,3.048,43.64890861,133.0418735,0.036284693,13796,,
95100,Healthcare,ComStock 90.1-2007,Multizone CAV/VAV,1970 to 1979,71543.06474,Unknown,1,3.048,65.42828046,199.4253988,0.165800309,61684,847,
95104,Office,ComStock DOE Ref 1980-2004,Residential Style Central Systems,2000 to 2012,8726.05822,"270, North Axis {deg}",2,3.048,38.55448923,117.5140832,0.06,2932,98,
95105,Lodging,ComStock 90.1-2007,Zone-by-Zone,2000 to 2012,247975.228,"180, North Axis {deg}",2,2.7432,157.7308602,432.6872958,0.700000431,173300,22305,
95109,Warehouse and Storage,ComStock DOE Ref 1980-2004,Zone-by-Zone,1960 to 1969,121422.1828,"180, North Axis {deg}",2,8.5344,167.4366908,1428.971694,0.01624033,39465,,
95117,Mercantile,ComStock DOE Ref 1980-2004,Residential Style Central Systems,2000 to 2012,120171.9144,"180, North Axis {deg}",2,6.096,180.7465869,1101.831194,0.235121849,56136,,5343
95121,Mercantile,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1970 to 1979,14029.89119,"225, North Axis {deg}",3,5.1816,42.23432689,218.8413882,0.1875,45237,1278,
95126,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1970 to 1979,240343.8289,"270, North Axis {deg}",3,6.096,332.2447052,2025.363723,0.512350738,170498,,
95127,Healthcare,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1970 to 1979,12264.52538,"45, North Axis {deg}",2,3.048,38.90778788,118.5909375,0.028859973,11929,137,
95133,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,2000 to 2012,5611.956476,"180, North Axis {deg}",3,5.1816,21.24873583,110.1024496,0.2,8915,,
95134,Education,ComStock 90.1-2004,Multizone CAV/VAV,1990 to 1999,1459415.284,"90, North Axis {deg}",2,3.9624,509.5967258,2019.226066,0.319233451,403302,6598,
95136,Warehouse and Storage,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1980 to 1989,121422.1828,"135, North Axis {deg}",2,8.5344,167.9209819,1433.104828,0.274812679,35069,3924,
95137,Warehouse and Storage,ComStock DOE Ref 1980-2004,Residential Style Central Systems,1980 to 1989,485688.7311,"90, North Axis {deg}",2,8.5344,362.3053816,3092.059049,0.94567356,129988,7051,
95140,Education,ComStock 90.1-2007,Zone-by-Zone,1960 to 1969,1459415.284,"315, North Axis {deg}",2,3.9624,637.594716,2526.405303,0.270624165,325443,18634,
95141,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1960 to 1969,152706.0189,Unknown,1,3.048,124.7089999,380.1130318,0.814773192,35834,,
95144,Mercantile,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1970 to 1979,120171.9144,"135, North Axis {deg}",missing,6.096,140.4967986,856.4684842,0.025206667,105023,,
95145,Warehouse and Storage,ComStock 90.1-2007,Multizone CAV/VAV,1960 to 1969,242844.3655,"45, North Axis {deg}",2,8.5344,258.860802,2209.221628,0.252110211,90955,8468,
95147,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,1970 to 1979,56080.22674,Unknown,2,6.096,116.6647636,711.188399,0.01466326,35318,,
95153,Lodging,ComStock DOE Ref 1980-2004,Zone-by-Zone,1990 to 1999,123987.614,"225, North Axis {deg}",2,2.7432,134.1814577,368.0865749,0.709182385,107309,3969,
95154,Warehouse and Storage,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1980 to 1989,242844.3655,"315, North Axis {deg}",missing,8.5344,248.1539454,2117.845032,0.588874701,104404,6790,
95165,Mercantile,ComStock 90.1-2007,Multizone CAV/VAV,1990 to 1999,120171.9144,"315, North Axis {deg}",missing,6.096,196.8331856,1199.895099,0.013850378,74391,,
95166,Office,ComStock DOE Ref 1980-2004,Zone-by-Zone,1980 to 1989,65445.43665,"180, North Axis {deg}",2,3.048,69.00981723,210.3419229,0.275402078,8944,107,
95167,Office,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1960 to 1969,65445.43665,"225, North Axis {deg}",2,3.048,75.41467104,229.8639173,0.089099908,18394,343,
95171,Mercantile,ComStock DOE Ref 1980-2004,Zone-by-Zone,Before 1946,9613.753156,"45, North Axis {deg}",2,6.096,24.24516711,147.7985387,0.027542947,8641,,
95172,Warehouse and Storage,ComStock DOE Ref 1980-2004,Residential Style Central Systems,1960 to 1969,242844.3655,"180, North Axis {deg}",2,8.5344,248.1539454,2117.845032,0.092980216,61776,3494,
95175,Warehouse and Storage,ComStock 90.1-2007,Zone-by-Zone,1990 to 1999,56663.68529,"225, North Axis {deg}",2,8.5344,105.6886587,901.9892888,0.105456108,14812,1743,
95177,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,1980 to 1989,485688.7311,"315, North Axis {deg}",missing,8.5344,408.6198723,3487.325438,0.015685189,108608,,
95178,Education,ComStock 90.1-2007,Multizone CAV/VAV,1980 to 1989,729707.6419,"315, North Axis {deg}",2,3.9624,350.184312,1387.570318,0.328490896,77329,16356,
95180,Education,ComStock 90.1-2007,Multizone CAV/VAV,1990 to 1999,1459415.284,"90, North Axis {deg}",2,3.9624,637.594716,2526.405303,0.270624165,267379,,
95181,Mercantile,ComStock 90.1-2007,Multizone CAV/VAV,1980 to 1989,70149.45594,"270, North Axis {deg}",2,5.1816,114.4719602,593.147909,0.021875991,122773,13937,
95183,Warehouse and Storage,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1970 to 1979,9713.774622,"270, North Axis {deg}",2,8.5344,33.12617261,282.7120075,0.131339152,4456,843,
95185,Mercantile,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1980 to 1989,140298.9119,"270, North Axis {deg}",2,5.1816,196.8602115,1020.050872,0.323814584,231335,3587,
95187,Warehouse and Storage,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1970 to 1979,121422.1828,"45, North Axis {deg}",2,8.5344,167.9209819,1433.104828,0.015267371,29180,3626,
95189,Food Service,ComStock 90.1-2007,Zone-by-Zone,1970 to 1979,25593.79273,"90, North Axis {deg}",2,3.048,23.60970648,71.96238535,0.03,39593,3675,
95191,Warehouse and Storage,ComStock 90.1-2004,Multizone CAV/VAV,1980 to 1989,242844.3655,"90, North Axis {deg}",2,8.5344,258.860802,2209.221628,0.252110211,67024,7727,
95192,Lodging,ComStock 90.1-2007,Small Packaged Unit,1980 to 1989,123987.614,"315, North Axis {deg}",missing,2.7432,141.1395158,387.1739197,0.115894435,89014,2950,
95193,Healthcare,ComStock DOE Ref 1980-2004,Small Packaged Unit,2000 to 2012,153306.5673,"315, North Axis {deg}",9,3.048,104.7676801,319.3318889,0.482300419,77845,5628,
95195,Office,ComStock 90.1-2007,Small Packaged Unit,1946 to 1959,8726.05822,Unknown,2,3.048,27.26214078,83.0950051,0.36,3919,,
95199,Warehouse and Storage,ComStock 90.1-2007,Multizone CAV/VAV,1980 to 1989,56663.68529,"270, North Axis {deg}",11,8.5344,112.9048702,963.5753244,0.107468344,14799,1043,
95200,Warehouse and Storage,ComStock 90.1-2007,Multizone CAV/VAV,1990 to 1999,242844.3655,"225, North Axis {deg}",3,8.5344,280.9032359,2397.340576,0.096802984,52500,5150,
95205,Healthcare,ComStock 90.1-2007,Multizone CAV/VAV,Before 1946,30661.31346,"225, North Axis {deg}",2,3.048,39.67501713,120.9294522,0.178996824,22987,325,
95207,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1970 to 1979,65445.43665,Unknown,1,3.048,38.08444736,116.0813956,0.235247045,10002,,
95208,Mercantile,ComStock 90.1-2007,Multizone CAV/VAV,1980 to 1989,14029.89119,"135, North Axis {deg}",2,5.1816,46.47807206,240.8307782,0.863258926,33195,1857,
95216,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,9613.753156,"45, North Axis {deg}",2,6.096,36.05202179,219.7731248,0.019646365,7346,,
95218,Healthcare,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1970 to 1979,153306.5673,"135, North Axis {deg}",2,3.048,113.9972355,347.4635739,0.767734884,125123,7890,
95225,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1990 to 1999,152706.0189,Unknown,2,3.048,77.46971715,236.1276979,1.854887418,32897,263,
95228,Education,ComStock 90.1-2004,Multizone CAV/VAV,1970 to 1979,1142103.596,"270, North Axis {deg}",11,7.9248,361.1598196,2862.119338,0.090864862,233273,29638,
95229,Office,ComStock DOE Ref 1980-2004,Zone-by-Zone,1970 to 1979,26178.17466,"270, North Axis {deg}",missing,3.048,30.20233421,92.05671468,0.022110322,7185,,
95230,Office,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1990 to 1999,863994.0692,"180, North Axis {deg}",5,3.9624,114.6471484,454.2778609,3.086532654,465907,,
95232,Office,ComStock 90.1-2007,Multizone CAV/VAV,1946 to 1959,65445.43665,"180, North Axis {deg}",2,3.048,69.00981723,210.3419229,0.275402078,8722,3937,
95234,Office,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1990 to 1999,863994.0692,"45, North Axis {deg}",2,3.9624,97.27845401,385.4561462,16.95223151,608306,85339,
95238,Mercantile,ComStock 90.1-2007,Zone-by-Zone,1990 to 1999,120171.9144,Unknown,1,6.096,180.7465869,1101.831194,0.013062325,80988,,
95239,Mercantile,ComStock DOE Ref 1980-2004,Small Packaged Unit,Before 1946,32736.41277,"90, North Axis {deg}",3,5.1816,88.96542265,460.983234,0.020933512,42849,,
95240,Warehouse and Storage,ComStock DOE Ref 1980-2004,Residential Style Central Systems,1980 to 1989,242844.3655,"315, North Axis {deg}",missing,8.5344,280.9032359,2397.340576,0.016133831,50005,7383,
95243,Office,ComStock 90.1-2007,Zone-by-Zone,Before 1946,26178.17466,"225, North Axis {deg}",3,3.048,95.41749274,290.8325179,0.06,5382,,
95244,Mercantile,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1960 to 1969,280597.8238,"45, North Axis {deg}",2,5.1816,252.5826692,1308.782359,0.206065446,400344,48695,
95245,Mercantile,ComStock 90.1-2004,Multizone CAV/VAV,1990 to 1999,120171.9144,"225, North Axis {deg}",6,6.096,196.8331856,1199.895099,0.08310227,49556,,
95248,Office,ComStock 90.1-2007,Multizone CAV/VAV,Before 1946,431997.0346,"315, North Axis {deg}",missing,3.9624,52.66030267,208.6611833,4.27030365,252629,,
95250,Office,ComStock 90.1-2007,Small Packaged Unit,1990 to 1999,26178.17466,"90, North Axis {deg}",2,3.048,18.288,55.741824,0.051639778,6035,,
95252,Lodging,ComStock 90.1-2007,Zone-by-Zone,1960 to 1969,714375.3364,"90, North Axis {deg}",2,3.048,142.8680338,435.461767,1.538206853,169692,18344,
95253,Warehouse and Storage,ComStock 90.1-2007,Zone-by-Zone,1960 to 1969,121422.1828,"270, North Axis {deg}",4,8.5344,190.5939362,1626.604889,0.100883795,36598,,
95254,Warehouse and Storage,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,2000 to 2012,242844.3655,"225, North Axis {deg}",2,8.5344,248.1539454,2117.845032,0.092980216,64937,6024,
95256,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1960 to 1969,8726.05822,"315, North Axis {deg}",2,3.048,40.89321117,124.6425077,0.18,2429,71,
95257,Warehouse and Storage,ComStock 90.1-2004,Multizone CAV/VAV,1990 to 1999,242844.3655,"315, North Axis {deg}",2,8.5344,258.860802,2209.221628,0.084036737,76095,8478,
95258,Warehouse and Storage,ComStock 90.1-2004,Multizone CAV/VAV,1990 to 1999,9713.774622,"315, North Axis {deg}",2,8.5344,33.12617261,282.7120075,0.131339152,5158,,
95259,Warehouse and Storage,ComStock DOE Ref 1980-2004,Residential Style Central Systems,1960 to 1969,121422.1828,"45, North Axis {deg}",2,8.5344,167.9209819,1433.104828,0.274812679,24495,5000,
95260,Office,ComStock DOE Ref 1980-2004,Zone-by-Zone,1960 to 1969,26178.17466,Unknown,1,3.048,30.20233421,92.05671468,0.022110322,5537,434,
95261,Healthcare,ComStock 90.1-2007,Multizone CAV/VAV,1990 to 1999,71543.06474,"225, North Axis {deg}",9,3.048,67.13972841,204.6418922,0.171375022,48112,712,
95262,Warehouse and Storage,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1980 to 1989,242844.3655,"90, North Axis {deg}",2,8.5344,258.860802,2209.221628,0.084036737,56407,4712,
95263,Mercantile,ComStock 90.1-2007,Zone-by-Zone,1990 to 1999,56080.22674,"135, North Axis {deg}",2,6.096,114.7810487,699.7052728,0.533958355,31280,,
95264,Warehouse and Storage,ComStock 90.1-2007,Small Packaged Unit,2013 to 2018,485688.7311,Unknown,2,8.5344,363.2739639,3100.325317,0.889212374,96787,,
95266,Mercantile,ComStock 90.1-2004,Small Packaged Unit,1946 to 1959,56080.22674,"45, North Axis {deg}",2,6.096,114.7810487,699.7052728,0.084309214,40714,,
95269,Office,ComStock 90.1-2007,Multizone CAV/VAV,1980 to 1989,43199.70346,"180, North Axis {deg}",11,3.9624,42.32849496,167.7224284,1.26,8971,,
95278,Office,ComStock 90.1-2004,Zone-by-Zone,1970 to 1979,65445.43665,"315, North Axis {deg}",9,3.048,93.3255592,284.4563044,0.12,20032,,
95279,Office,ComStock 90.1-2007,Multizone CAV/VAV,1970 to 1979,26178.17466,"135, North Axis {deg}",2,3.048,38.07541296,116.0538587,0.334841844,5362,973,
95283,Office,ComStock 90.1-2007,Residential Style Central Systems,Before 1946,65445.43665,"180, North Axis {deg}",2,3.048,69.00981723,210.3419229,0.015300115,9991,777,
95285,Healthcare,ComStock 90.1-2004,Small Packaged Unit,1960 to 1969,71543.06474,"315, North Axis {deg}",missing,3.048,90.68791372,276.416761,0.308855828,48107,3631,
95286,Office,ComStock DOE Ref 1980-2004,Small Packaged Unit,1960 to 1969,152706.0189,"315, North Axis {deg}",2,3.048,134.4925757,409.9333708,0.076317332,18075,,
95288,Mercantile,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,2000 to 2012,70149.45594,"225, North Axis {deg}",2,5.1816,137.8359453,714.2107344,0.308319224,142051,9730,
95291,Office,ComStock 90.1-2007,Zone-by-Zone,Before 1946,26178.17466,"90, North Axis {deg}",2,3.048,18.288,55.741824,0.309838668,6279,35,
95293,Office,ComStock 90.1-2007,Zone-by-Zone,1990 to 1999,26178.17466,Unknown,1,3.048,30.20233421,92.05671468,1.392950302,5634,,
95295,Office,ComStock 90.1-2007,Multizone CAV/VAV,2000 to 2012,65445.43665,"270, North Axis {deg}",8,3.048,76.2,232.2576,0.54,7966,1459,
95299,Warehouse and Storage,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1990 to 1999,485688.7311,"270, North Axis {deg}",3,8.5344,362.3053816,3092.059049,0.015010691,98778,1,
95300,Office,ComStock DOE Ref 1980-2004,Zone-by-Zone,Before 1946,65445.43665,"315, North Axis {deg}",missing,3.048,64.65784407,197.0771087,0.54,18154,,
95305,Office,ComStock 90.1-2007,Multizone CAV/VAV,1960 to 1969,43199.70346,"45, North Axis {deg}",2,3.9624,45.72,181.160928,0.36,16557,,
95309,Office,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1970 to 1979,699376.6743,"315, North Axis {deg}",9,3.9624,317.5695972,1258.337772,0.200731456,126982,18366,
95311,Mercantile,ComStock 90.1-2004,Multizone CAV/VAV,1946 to 1959,14029.89119,"225, North Axis {deg}",2,5.1816,46.47807206,240.8307782,0.408912123,35999,3414,
95312,Education,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1970 to 1979,1459415.284,"90, North Axis {deg}",2,3.9624,637.594716,2526.405303,0.947184578,347910,43079,
95314,Mercantile,ComStock 90.1-2007,Multizone CAV/VAV,1946 to 1959,280597.8238,"270, North Axis {deg}",2,5.1816,314.9087439,1631.731148,0.269903408,340985,38364,
95320,Mercantile,ComStock 90.1-2004,Residential Style Central Systems,2000 to 2012,9613.753156,"180, North Axis {deg}",2,6.096,24.24516711,147.7985387,0.027542947,5481,,535
95323,Office,ComStock DOE Ref 1980-2004,Zone-by-Zone,1980 to 1989,152706.0189,"270, North Axis {deg}",2,3.048,84.38774994,257.2138618,0.516034022,25235,,
95326,Mercantile,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,Before 1946,32736.41277,"270, North Axis {deg}",3,5.1816,69.33899995,359.2869622,0.62802968,105098,,
95327,Mercantile,ComStock 90.1-2004,Small Packaged Unit,1970 to 1979,120171.9144,"270, North Axis {deg}",2,6.096,140.4967986,856.4684842,0.45372,90289,,
95330,Warehouse and Storage,ComStock 90.1-2007,Residential Style Central Systems,1980 to 1989,56663.68529,"135, North Axis {deg}",2,8.5344,116.7432251,996.3333802,0.090010294,16353,2308,
95331,Mercantile,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1960 to 1969,70149.45594,"315, North Axis {deg}",2,5.1816,114.4719602,593.147909,0.525023776,180539,8628,
95332,Office,ComStock 90.1-2007,Multizone CAV/VAV,1970 to 1979,26178.17466,"135, North Axis {deg}",2,3.048,38.07541296,116.0538587,0.334841844,6745,835,
95333,Mercantile,ComStock 90.1-2007,Small Packaged Unit,1970 to 1979,24034.38289,"45, North Axis {deg}",2,6.096,66.90147524,407.8313931,0.100437849,17260,,
95336,Warehouse and Storage,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1980 to 1989,121422.1828,"90, North Axis {deg}",2,8.5344,167.9209819,1433.104828,0.580160099,37891,2620,
95338,Office,ComStock 90.1-2007,Zone-by-Zone,1980 to 1989,26178.17466,"180, North Axis {deg}",2,3.048,38.07541296,116.0538587,0.334841844,4948,,
95340,Education,ComStock 90.1-2007,Multizone CAV/VAV,1980 to 1989,1142103.596,"270, North Axis {deg}",2,7.9248,460.9703223,3653.09761,0.226526988,387816,1238,
95341,Office,ComStock DOE Ref 1980-2004,Multizone CAV/VAV,1960 to 1969,26178.17466,"315, North Axis {deg}",1,3.048,30.20233421,92.05671468,0.022110322,5644,1178,
95343,Mercantile,ComStock 90.1-2007,Zone-by-Zone,1980 to 1989,9613.753156,"135, North Axis {deg}",2,6.096,24.24516711,147.7985387,0.165257679,7109,,
